Emotion,Precision,Recall,F1-Score,Support
Surprise,0.7403846153846154,0.7857142857142857,0.7623762376237624,98
Fear,0.8695652173913043,0.7547169811320755,0.8080808080808081,53
Disgust,1.0,0.5816326530612245,0.7354838709677419,98
Happy,0.9637096774193549,0.8156996587030717,0.8835489833641405,293
Sad,0.7113821138211383,0.9510869565217391,0.813953488372093,184
Anger,0.8613861386138614,0.8613861386138614,0.8613861386138614,101
Neutral,0.8773148148148148,0.9312039312039312,0.9034564958283671,407
