Emotion,Precision,Recall,F1-Score,Support
Surprise,0.494949494949495,0.5,0.49746192893401014,98
Fear,0.11688311688311688,0.16981132075471697,0.13846153846153847,53
Disgust,0.42857142857142855,0.1836734693877551,0.2571428571428571,98
Happy,0.8538011695906432,0.49829351535836175,0.6293103448275862,293
Sad,0.34558823529411764,0.2554347826086957,0.29375,184
Anger,0.6101694915254238,0.3564356435643564,0.45,101
Neutral,0.5615384615384615,0.8968058968058968,0.6906338694418165,407
