Emotion,Precision,Recall,F1-Score,Support
Surprise,0.8105263157894737,0.7857142857142857,0.7979274611398963,98
Fear,0.7818181818181819,0.8113207547169812,0.7962962962962963,53
Disgust,0.9411764705882353,0.6530612244897959,0.7710843373493976,98
Happy,0.9518072289156626,0.8088737201365188,0.8745387453874539,293
Sad,0.7330508474576272,0.9402173913043478,0.8238095238095238,184
Anger,0.8877551020408163,0.8613861386138614,0.8743718592964824,101
Neutral,0.8729792147806005,0.9287469287469288,0.9,407
