Emotion,Precision,Recall,F1-Score,Support
Surprise,0.3560606060606061,0.47959183673469385,0.40869565217391307,98
Fear,0.0,0.0,0.0,53
Disgust,0.5714285714285714,0.08163265306122448,0.14285714285714285,98
Happy,0.670846394984326,0.7303754266211604,0.6993464052287581,293
Sad,0.4666666666666667,0.266304347826087,0.3391003460207612,184
Anger,0.7692307692307693,0.09900990099009901,0.17543859649122806,101
Neutral,0.578538102643857,0.914004914004914,0.7085714285714285,407
