Accuracy,Balanced accuracy,Macro-F1,Weighted-F1,Macro precision,Macro recall,Total,Correct
0.8432203389830508,0.7543264576432521,0.7672397679456447,0.8405540377677448,0.7867730996155416,0.7543264576432521,3068,2587
