Accuracy,Balanced accuracy,Macro-F1,Weighted-F1,Macro precision,Macro recall,Total,Correct
0.8393089960886571,0.7909995256393231,0.7641133113971165,0.842825550275007,0.7433704681014728,0.7909995256393231,3068,2575
